text,true_label
The material of the kumru is medium quality; the portion is small. We were 3 persons. All three of us had burnt bread.,0
Excellent. I recommend.,0
I ate the best dove I've ever eaten here. Everyone should come!!,0
"Crowded but no problem, flavor is okay.",0
"Kumpir is delicious. Super Kumru is really good. Compared to other places, we can say that the prices are reasonable and the service quality is high. quality materials used.",0
I'm really surprised; it's a huge business; but the staff is so indifferent and bored.,0
"Beautiful place; in a perfect location; clean and equipped with quality; these definitely deserve a star; but as someone who loves dove and has experienced it in every corner of Izmir (Alçatı; Bostanlı; İnciraltı; Çeşme; etc.), this ""dove"" is not the only thing that can be said.",0
Food came a little late but that was okay. Prices were as you can see in the photo. It wasn't a bad experience.,0
I can recommend it to those who want to eat a delicious dove in a beautiful place. Kumru's price is 45₺.,0
Definitely. Texts the dove's book. The Kumpir they ordered was also excellent.,1
Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,0
The order came fast. I loved the doner and chicken. It was well cooked. But orders came late.,0
The place was really dirty and the orders came late.,0
Great service.,0
The fact that all the employees were women made me very happy; the tastes were good.,0
Their service was a little slow; the flavors were on point. I had breakfast; there was unlimited tea; it was a different situation that they brought the tea in a water glass.,0
Great service; attention and relevance It was nice. Everything was perfect.,0
Its meatballs are beautiful. So is soup and salad too.,0
The meat had a fabricated taste.,0
Kofteci Yusuf tastes the same everywhere. employees are constantly running towards somewhere; it is very difficult to catch and order.,0
We told the staff a very modest breakfast plate; there is unlimited tea; and the breakfast was really good. There was everything up to 4 kinds of cheese and it only cost 54 liras.,0
Nice atmosphere; pleasant place. The employees are young; smiling and fast. The breakfast is very nice. Souffles are A-MA-ZING!,0
They do sushi every thursday and I missed so it was a little sad to miss it. Other than that; the food was good.,0
Definitely the best soufflé I've had in a long time. I am satisfied; I recommend.,0
Asian salmon pastas and salad varieties are very successful. They have not neglected to share the secret of their taste.,0
Not bad.,1
Souffle heaven has a wonderful variety of flavors; I highly recommend it.,0
The waiters were understanding; but the food came cold and late.,0
I tried Antep taco; I liked.,0
The prices are the same as the market; but the staff and service quality are better than others; their special tastes are definitely recommended.,0
Not very special Gaziantep dishes; but you can find a comfortable and serene atmosphere in Antep. One of the places that can be stylish for the evening.,0
Taco; on the other hand; was no different than a vegetable wrap wrapped in lavash. It was a decent experience.,0
The staff is very fast; the waffles are great; I definitely recommend it.,0
The waffle was very successful; especially the dough was very delicious. The ice cream they use with such a nice waffle is of very poor quality. The only negative thing is that the employees are constantly checking to see if the food is finished.,0
Although they are actually a place that makes waffles; their burgers are delicious and they have a lot of options.,0
It had very good service. It was also nice to have a lot of choices in waffles.,0
You can add the product you want to the waffle or hamburger with your own choice. You're kind of the chief.,0
Waffles were delicious and their tea was fresh. It wasn't insane for the price. I'm thinking of coming again.,0
Everything was very good; the waffles were very tasty; the employees were very concerned and smiling. It is recommended.,0
It's a great place with everything; it's a very good place whether it's about food or interest; it's a very nice place for waffles.,0
I can say that it is the only cafe in Samsun where you can eat waffle dessert properly. You can go without thinking.,0
"Good waffles, we liked it.",0
I ate better waffle's in past.,0
It was the most delicious adana kebab I ate in Alanya. The prices were also normal. The only thing missing was the salad.,0
Renovated is pretty good. There is nothing to say about the food and the soups. Especially the lahmacun was perfect.,0
don't accidentally break a glass or plate; they add 20 lira to your account unannounced.,0
Location of the restourant was good; easy to access.,0
Everything is very good; thank you for your efforts; the meats and dishes in the newly added a la carte menus are legendary; I definitely recommend it.,0
smiling employees..,0
Good place to eat. However; the staff work poorly: They can easily forget to bring some dishes or add seasonings; even though they previously admitted to the contrary.,0
Not the best; but not bad.,0
Quite unpolite service; but the meal was good. The salad with the vinegar was extremely good.,0
Everything was great; definitely coming back when I'm in Alanya again.,0
We came here with my family. Staff was very friendly; responsive and professional. Our order was delivered very quickly. The restaurant serve Turkish cuisine. One of the best in Alanya. Recommended.,0
I drank Beyran soup; the taste of the soup was not bad. The lahmacun was good.,0
Beyran is really delicious; the service is fast. Friendly and warm waiters.,0
We came to drink beyran soup for breakfast. We really liked the taste. The accompanying breads were delicious.,0
I had eaten Beyran in a few places; but I didn't like it very much. I drank here and liked it. I can drink it every day.,0
We went for Beyran but it didn't in menu today. We had to order lahmacun and kebab. The lahmacun is awful; the adana kebab and lamb shish kebab are delicious.,0
I ate katmer here for the first time and I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!,0
We ate Beyran. We preferred less spicy; the price is 60 TL. The place is clean; the service is fast.,0
Lahmacun was terrible.,0
We tried Lahmacun and Beyran. They were beautiful; thank you.,0
I'm ending my vacation by leaving my favorite food here..,0
We had the opportunity to taste beyran for the first time in our lives and we had heard of the reputation of Metanet's beyran. At first; we had a bit of a prejudice; to be honest; about the intense aroma of meat or fat; but it's not like that at all. Beyrani is so delicious and balanced that we can eat it at any time of the day; morning; noon and evening.,0
A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,0
Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,0
They used to taste better; the chef must have changed.,0
Great services.,0
In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,0
Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,0
Compared to other places; it was more airy and calm by the sea. Thanks.,0
Great ambiance; delicious dishes..,0
Due to the crowd; my order came late; there is no problem other than that.,0
The food is delicious; the view is beautiful.,0
I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,0
The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,0
When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,0
I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,0
The worst service I have seen; no one knows what they are doing ,0
If you want a delicious and local breakfast on the beach; you should definitely try it.Kuymak is even closed to discussion.,0
there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,0
My first stop for breakfast in Atakum is a place with quality service and friendly face.,0
It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,0
The tastes; the approach of the stuff to you and the quality of service are very good; of course; especially if you can find a place on the weekend.,0
Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,0
This place is beautifully decorated; has excellent staff; successful flavors; plenty of variety.,0
The service is absolutely amazing; the working friends are very kind; there is no need to explain the taste; it is a restaurant that should definitely be visited.,0
Portions were very filling and good. We had a nice Sunday breakfast.,0
The view is nice; the indoor seating area is quite large.,0
It is a place to eat good pastries in Sariyer. I recommend you to try the mince raisin. Tea 5 TL 1 portion of Meat Pie with Raisins 30 TL,0
Pastries varieties and pogaca are delicious. There are also breakfast options available. The staff is caring and helpful. Service is fast. I think the prices are reasonable.,0
Good with potatoes; good with cheese; medium with spinach; medium with minced meat. Plain pastry was good; pastry was good. I did not like the tea.,0
Great.,1
The prices were too high for a place that sells pastries or pastries.,0
I'm a regular at currants and pastries with minced meat. It is both delicious and definitely does not disturb the stomach after eating.,0
Service sucks. Customer care is below zero. The view is very good but the place is extremely neglected.,0
It gets very crowded because it's the weekend; we have to go a little early; you may not find a place to eat something,0
It's too plentiful; so I guess the prices are high. But a mixture of so many different dishes was not that good.,0
The most delicious rice I have ever eaten. The ambiance of the environment is terrific; its desserts were amazing too.,0
I ate baruthane kebab with rice; it was very good; a little expensive.,0
The place is beautiful and clean. The employees were very kind and concerned. I ate rice and also had sautéed chicken. The flavor was good except the chicken sauté was greasy.,0
Prices was high.,0
It was nice experience; you have to try it.,0
250 TL account was received for 1 portion of rice + kuru fasulye + ayran + Cola. Service and waiters are very bad.,0
It's not something to be exaggerated; and people come from out of town just for their rice. The waiters were kind; the environment was clean.,0
The flavor is excellent. Roasting meat was like cotton. Price is a little above normal. Location of the restourant was really good.,0
There was only 3-4 chickpeas in my rice; it was a bit unsalted. Treats were good. It had a classic rice flavor.,0
The menu is very nice; the food is legendary; also the waiters were very polite.,0
I had high expectations but the kebabs were unsuccessful. Hummus was good. They use quality olive oil.,0
There was a hair strand in my food! There is no problem in service or interest other than this issue; they give the right to the fee they receive.,0
"They have very delicious meat; especially tiny lahmacun, super appetizers; delicious food here. The food is very nice. The workers can be a little more interested. They are very interested in Arab customers. They don't care about us. This situation makes us sad.",0
Nice place but the order came very late; the prices are not so high. It can be tried.,0
"very clean table arrangement is good; waiters are very interested; they look immediately; the order comes without a long wait, the food is really delicious as it is said; it is excellent; I recommend it.",0
We came with a guest from abroad; everything was perfect. Taste; cleanliness; service..,0
It is a luxurious place where you can try the delicious tastes of both Turkish and Arabic cuisine.,0
Please review the ticket slip. A business that wants money for the bread on the table; 20 TL for the service fee; 20 TL for the valet.,0
Unfortunately; the waiters are very uninterested. Since there are too many Arab customers; the attention and interest is more towards them. Stones were found in my food?!,0
Even though the service is terrible; they ask for a service fee of 144 TL; what a nonsense!,0
Hatay gastronomy house is an excellent place; you should definitely go... Quality and affordable...,0
Ambient food; nice open area; heated pet friendly place; renovated garden is very nice.,0
The venue is beautiful. Food/desserts taste good. I loved the Popcorn Shrimp from the hot appetizers. I loved Pose Armut. Overall good price/performance.,0
We went for both breakfast and dinner. First of all; it has a very nice environment. When we went for breakfast; we sat inside and one can sit for hours. Its decoration; quiet and nice; being in the trees is very nice. Especially having an open kitchen adds a positive score to the customer.,0
The place is very beautiful; the food is so delicious; you can go with your pet to one of the rare restaurants that cook the meat to the exact consistency you want. The toilets are not separate for men's and women's toilets so there was a bit of a cleaning problem.,0
The service is slow; I think there is a lack of staff and unhappiness; it has not to expensive and it was seedy experience.,0
Although it was crowded; the ambiance and food of the place was nice. Thank you.,0
Great place.. Contrary to the comments; the employees were interested.. The hot dog was impressive.. The hamburger was not bad.,0
Despite the current times; it was a very pleasant visit. They currently don’t take booking; they have a walk-in system where you put your name down and after a short wait they seat you inside. Once inside you can opt to be put on a waitlist to sit outside. The setting is really nice and rustic and the tables are well distanced. There was a nice evening crowd and a good energy in the ambience.,0
The service provided was very nice; I was happy.,0
Smoked salmon salad was average. Colored eggs do not contribute to the taste. Salmon was too salty; fried potatoes were bland.,0
Eggs Benedict with pork bacon was nice.,0
Excellent taste; and the shabbyness of the place was also nice.,0
A full student meal. The price is cheap and the taste is high.,0
It's a place with very affordable and delicious pasta. Actually; there is not much variety of pasta. Classic pasta is served with cheddar cheese and sauce. I think the taste and price of the pasta is very good.,0
They serve an uncooked pasta with a tasteless sauce and cheese and some corn. Half portion is 20 TL. It didn't suit my taste.,0
I think it was pretty cool. The price of a portion of pasta was 22 TL. I highly recommend you go.,0
classic alavara pasta; if you don't have a tiny little stomach; say it right. Pasta 42 TL price performance product...,0
The taste is unbelievably good and satisfying enough; it is also very affordable; but you have a hard time finding an incredibly crowded place.,0
Not to mention pasta; their sauces are so successful that you can destroy the whole plate without noticing. Also; the dumplings are nice.,0
Tasty meals.,0
It was the most delicious pasta I have ever eaten; thank you.,0
Service was fast. I ate ravioli; it was good.,0
Surprised location; but nice clean venue. The employees are friendly; I don't want to comment on the prices; they were too high..,0
In general; I was satisfied; since the hamburger is a little small; it will be more satisfying if the one with a higher grammage is chosen.,0
Burgers are great hot dogs do. It is very interesting that french fries are 114 TL.,0
Hamburger is really delicious. The fries are normal.,0
The best hamburger restaurant in Istanbul. Cooking and sauce is very good.,0
Burgers are super. I've eaten hamburgers in many places; but I've never come across anything like this. Fantastic meal with friendly service in a small but cozy place. I strongly recommend.,0
The delicious combination of truffle sauce and burger was legendary.,0
It was one of the best burgers I've ever eaten. The only downside is that the portion is a little small. Apart from that; it is definitely a place to experience.,0
Well prepared hamburger; special taste. But a little bit expensive.here/,0
It is delicious in everything with its sauce and bread.,0
The taste is good; but it's not worth paying 90 TL for a wet hamburger-sized burger and not even getting fries...,0
They make the pizza in a wood fired stone oven. It's different than any pizza you've experienced before. They use cheddar cheese as cheese. We preferred the 2 and 3 special pizzas.,0
I definitely recommend the seasonal kenger pizza. We also loved the sauce in three different olive oils; one with garlic; thyme and hot pepper.,0
You can't get enough of the thin pizza dough. Overcrowded employees are very concerned. We ate pizza at Mia highly recommend.,0
Staff were quick but surly. the service was actually fast; i can't afford it. We ordered chicken and mushroom pizza; its taste was normal; the dough was very thin and it wasn't burnt; which was the only good thing. Coming to the wage issue; there were prices that did not match the prices of luxury restaurants.,0
I think it's a nice place. Pizza was also nice; but a little expensive. I liked their sauce.,0
First of all; the atmosphere is nice; but there should be a solution for flies in the open air; such as fans that blow water. As for the pizza; although the view is beautiful; neither my wife and I did not like the pizza; unfortunately; the sauces that came only to pour on the pizza were good.,0
You should definitely go once and eat pizza. But I don't know if it happened to us; but the faces of the employees were never smiling and they were not caring.,0
We did pizza experience after a long road. As a place; it is very nice; pizzas are delicious; but we can say that the prices are a bit expensive.,0
Amazing pizzas omg!,0
The place is spacious; clean. Pizza dough is thin. You had the chance to try 6 types of pizza; I can say that the best is the model with spinach and smoked turkey.,0
"The dough is very crispy and the most successful part is definitely the dough. And the dough was waiting overnight. Also, there is a 2-3 hour queue; so crowded.",0
The flavors are number 10. A little expensive; it may be too much for people with a medium budget.,0
I ate küşleme; simit kebab; mixed cubes. The frosting was juicy and pretty good.,0
Meats are tasty without fat; but not very suitable for me. Since I like the meat cooked more; I couldn't enjoy it much anyway; I couldn't finish what I ordered. Although the portions are small; the prices are quite expensive.,0
I think the place is overrated. We said mixed in the middle; it was a disgusting image. Simit kebab was good. But the prices were too high.,0
Delicious but not overdone.,0
Expensive.,0
Deserts was amazing; especially baklava! Liked it.,0
Its küşleme was great. It was very well cooked and juicy. However; the portion was small and they warn about this before ordering. Still; its meat is so delicious that it is worth eating. Prices are a little expensive.,0
4 people mixed menu with their own salad; 750 TL. For those who say price is not a problem. Meat tastes excellent. There is a parking lot.,0
We ate küşleme; it was amazing. But as you can see; really really expensive.,0
We came from out of the town to try their meat. We waited in line for a while; but that's okay. It was an amazing experience. I recommend it to everyone.,0
It was too oily and the place had problems with cleanliness.,0
It was too spicy on my first try; but after a few bites I got used to it. The taste is really good; I like it.,0
it tasted so good that I even ordered and ate the second one!,0
The taste is good but not satisfying.,0
Deliciousss!,0
We came to Abidin Tantuni with my friends from out of town. The pickles and of course the tantuni were very nice.,0
Tantuni is delicious; service is fast; service is quality. Price of one portion is 85TL,0
Great job; thank you!,0
we had a delicious tantuni experience. I was amazed by the taste of ayran; pickles and tantuni trio.,0
One of the Most Beautiful Meat Tantuni Places. Meat tantuni is very tasty. It's a roadside place. It's a regular restaurant.,0
The smell is awesome; the taste is normal; the speed is very good. We are full; thank you very much. Ayran was also nice.,0
We wanted to try this place as it is famous. We paid more than 800 liras for 2 people; 1.5 portions of Iskender and a drink.,0
Iskender kebab is not a meal worth that much money when I look at the price of 195 TL for 1 portion; rather than its taste.,0
Iskender is very delicious; you can optionally pour butter; what is interesting to me is that there are no treats.,0
The first time I ate; it's really worth the price. Taste and hygiene are the most important for me. Toilets were clean.,0
My order came cold.,0
There is no problem of waiting queue; the ambiance of the place is nice; well done.,0
It is very delicious; even the yogurt. However; a very very expensive portion of Iskender should not be 225 liras…,0
Iskender kebab is a nice; clean and well-served place in Bursa.,0
The interior is very well designed. It has a historical texture. Employees were engaged. Frankly; the taste of iskender was not overly good; it was normal.,0
It was delicious as I heard.,1
Expensive; poor presentation; taste was not good enough to come from out of town and try. There are no treats.,0
The staff is very polite and very concerned. Thank you for the delicious food.,0
We ate oil ravioli and special ravioli. The ravioli was weak compared to the price. Employees are smiling.,0
We wanted to try it for yaglama; it was disappointing for me; it had little ground meat; it didn't taste good; the appetizers were bad.,0
Not perfect but good.,0
We ate special ravioli; classic ravioli; yaglama; they were not friendly; their yaglama was like minced meat pasta; not greasing.,0
A very pleasant and quiet restaurant. Most importantly; the food is great. Everything I tasted was delicious.,0
Recommend.,1
The ravioli tasted good and was satisfying as a portion; the portion was very small compared to the price of the yaglama.,0
The restaurant is very nice and elegant. We were greeted very kindly; the flavors were good.,0
Legendary flavors; I was amazed!,0
I tried Kayseri's traditional ravioli and special ravioli. The special was just right for my taste. I like. We also tried yaglama but it wasn't as good as I imagined. It was also cold.,0
After waiting for about 20 minutes; we were able to eat Classic Ayvalık Toast. It was delicious and crunchy.,0
Small busy place. We didn't wait long; service was fast. The toast was delicious but the portion was small and expensive.,0
First of all; they don't accept credit cards. The place is small; you can wait in line to sit. It's worth the taste.,0
I loved it; with one word it was legendary. In other words; it is the best toast you can eat outside. The price is 35 TL for full Ayvalik toast; Ayran Lemonade is 15 TL.,0
Bread; cheese; sausage all left incredible flavors on our palate. We recommend it to everyone who will go to Ayvalık.,0
Liked.,1
We paid 150 TL for 2 toast and 2 ayran. The only address of Ayvalık Toast. There are many queues; but the queue moves very quickly. Worth the wait.,0
Ambiance could be better.,0
The place had problems with cleanliness. Prices were a little expensive.,0
When you go to Ayvalık; I definitely recommend you to go here to eat toast. Perfect taste.,0
Crispy and delicious toast.,0
Excellent Roman pizza. Fast; pleasant and courteous service.,0
What an awesome place. The fried starters were lush; as were the rice balls. However; the pizza was amazing; the best I have tasted (in Rome).,0
It was quite crowded so we waited in line for a long time. The flavor was good.,0
Authentic Italian restaurant; best pizza I ever ate in my life. You know it’s going to be good when Italians go there. Prices are really cheap as well; it was only 8€ for my pizza.,0
I strongly recommend. The best of the best. Very thin and soft. Nice service and reasonable price.,0
The pizzeria in the heart of Testaccio is open from 19:00 without reservation... fills up immediately. Excellent typical Roman pizza.,0
Great thin crust pizza. Its super busy so be prepared for a decent wait. The suppli and fiore di zucca aren't the best; but the pizzas are top notch.,0
It was much better on our last visit (6 years ago). This time we were not satisfied with the service or the quality of the pizza.,0
"Not touristic, that's why super. The place is real; truly local; authentic. Atmosphere here is really special. Waiters are cool guys; not trying to be super polite. Love it!",0
Awesome locals spot for pizza and typical Roman fare.,0
Best pizza around. GOAT status. Have to try that Diavola pizza. Absolutely no cap!,0
The food is quite delicious. The prices are higher than the average in Samsun; but suitable for a decent place. The waiters were interested; the appetizers were delicious.,0
Diyarbakır Ocakbasi is one of the most established places of Samsun; but I couldn't understand this branch. The taste of the food is very good; there is no problem about it; but the service is very heavy; the number of staff is insufficient.,0
The view is beautiful; the food is good. It's about the waiters. If you are going alone in the evening; a reservation seems to be a must. Too crowded.,0
It was a great place; the most beautiful meatloaf I've ever eaten in my life.  The cheddar lahmacun and stuffed ribs were perfect; and the meat had no smell. The service is nice; they respect.,0
When we last arrived; many of the products on the menu were not available. It is also interesting that there are no liver skewers in the place called Ocakbasi.,0
2 appetizers 1 salad the smell of blood and the taste of meat were disgusting chicken and lamb were fine.,0
I gave unnecessary money. It had no taste; no service. It was very expensive.,0
A restaurant that has lost its previous refinement. Lahmacun as seen in the photo. The service is slow. I recommend a little more wannabe and attention.,0
The food was great; the service was fast and the staff was friendly. Stuffed ribs were very fresh and delicious.,0
We tried Lahmacun and Beyti. They both taste great.,0
Their meat was incredibly bad. Chicken canada had another taste.  The service is nice; but I would say the flavor is 0. In a cooker; this tastelessness is surprising; obviously.,0
It's nice that it's open every time in a day. Turkish coffee + tea + 2 pastries =52TL. Service is average... Turkish coffee is not tasty.,0
Delicious tastes; clean place.,0
We have a full breakfast and pay 20 TL. Isn't it perfect?,0
We had a pleasant breakfast in a bright environment.,0
There's a mess inside; the business really needs to improve on the organization.,0
A bakery and Patisserie that offers quality; delicious and plenty of options.,0
Great cafe. Excellent staff. Brilliant cakes and pastries.,0
Thanks for great breakfast experience!,0
It seems like the products were better last year.. There is always a queue.,0
The donut had no filling in it so it was like sweet bread.,0
Loved.,1
Prices were cheap. But the queue was too long. I liked the flavors as a korean.,0
A delicious udon that you can enjoy even in the middle of summer! It was very hot; cramped and crowded with people and I had two bowls of udon and a side dish with two bottles of booze.,0
The set composition was good! Chicken egg rice and karaage were delicious. Many Koreans come here for udon. Waiters are friendly and service is fast!,0
Lovely and delicious..,1
5-10 min walk from the Louvre (depending on which side you come from). I ate really delicious things. I would definitely recommend.,0
The best udon restaurant in the capital! Few tables however; making a lot of waiting at peak times.,0
The queue was not that long fortunately! The staffs were all very kind and welcoming. The food was amazing! The udon was the hero; it was very flavorful & juicy!,0
There were few tables and chairs inside.,0
Best udon in Paris. Well Korean celebrities visits it too. Just a little bit crowded.,0
"As an udon restaurant close to the Louvre; it tastes just as good. There's quite a line at lunch, but your turn comes quickly.",0
The tempura here is amazing.,0
Fast food restourant with a nice view. Staff are also friendly; mostly frequented by tourists.,0
Very very bad food and very bad service 0/10.,0
A very small hamburger. I can say that there are places where you can eat bigger and delicious hamburger menus for cheaper. The place is very busy and small. Finding a place to sit is a miracle.,0
Classic KFC.,0
I love fried chicken; I love KFC.,0
The menu I ordered was served hot; I ate it with my mouth and it was really perfect. But the place is very small and full to the brim. There is no place to sit.,0
It was delicious!,1
The chickens are very nice and tasty; I will not say the same for the hamburger.,0
Not friendly; zero customer service. Pretty disappointing. Limited ketchup sauce only two per customer..,0
They applied extra price because we were tourists; they tried to defraud us officially.,0
"The place is very nice; I think, the food was fresh and good; one of my favorite places.",0
I ate a lot of croissants; but this was the best quality beautiful croissant I've ever eaten in my life. Crispy on the outside; with lots of butter on the inside; the smell was amazing.,0
The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,0
Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,0
It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,0
I recommend..,1
Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,0
Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,0
It was too busy for a Monday. We waited 45 minutes.,0
The waiters were indifferent; I was not satisfied.,0
The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,0
You wait in line for 20-50 minutes when you leave. Eating the poached egg croissant left a strange feeling in the mouth. Egg with mushrooms was unsalted.,0
Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,0
The kokorec and sauced mussels of this branch next to the sea are quite good.,0
"In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking the Bosphorus and have a pleasant and reasonably priced meal. The staff is very caring.",0
Expensive.,0
Not too good; not too bad either.,0
10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,0
I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,0
Prices are a little bit high but tastes are nice.,0
In a word; it is magnificent; this is the heart of mussels in Istanbul. Atom kokoreç must be tasted. The mussels with sauce are another good one..,0
Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,0
Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,0
"If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",0
Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,0
The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,0
Dishes were really expensive.,0
It's just perfect; there is nothing to say.,0
A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,0
2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,0
I tried it after the positive reviews. Its rice and compote are nice. However; there are places in the Black Sea where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,0
I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,0
My order arrived late and cold. Prices were high.,0
An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,0
This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,0
We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,0
It is much better decorated and the quality has been improved considerably. When you enter; a very pleasant cafe atmosphere and ambiance welcomes you. I recommend sitting close to the wood stove. We ordered breakfast and were satisfied. Toilets were very; very dirty.,0
I drank Turkish coffee; it was good.,0
The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,0
Great viewed restourant.,0
I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,0
They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,0
Slow service; average taste.,0
In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,0
It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,0
We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,0
Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,0
I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,0
Although it is a classic; its products are ordinary. Prices are expensive for the quality.,0
Lemonade and desserts were terrific.,0
Everything we ordered was excellent especially the Pavlova cake.,0
Great ambiance.,0
I tried Pavlova but it was not what I expected. But it could also be about my choice.,0
We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,0
Menu was like that. Average business.,0
Prices too high Turkish coffee 42.5TL Salty cookies weak.,0
Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,0
It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,0
The food is very delicious. I congratulate the value and sincerity of the employees in their work.,0
The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,0
Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,0
We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,0
The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,0
I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,0
It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,0
We were satisfied with the food; but the toilets are very dirty; I am deducting points from this issue.,0
Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,0
Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,0
Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,0
Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,0
Magro is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very expensive.Service sucks.,0
Unique in Alsancak Kordon.. Good food; especially chicken wrap is awesome.,0
It is a classical home breakfast; so it is expensive for home breakfast.,0
Bad breakfast experince for me.,0
Everything I ate that in a super menu; was very good. I recommend this place to everyone.,0
Great service; great food; everything is great!,0
Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,0
Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,0
We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,0
Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,0
They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,0
Liked.,0
I didn't like Iskender; the meat was not of good quality.,0
Even though it's not as good as it used to be; it's still my choice. I would be more satisfied if they boiled the stuffed meatballs.,0
